BUDGET,POPULARITY,REVENUE,RUNTIME,VOTE_AVERAGE,VOTE_COUNT,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
9000000,22.923,81705746,99.0,6.0,1763,2016,10,10289700,93414179,6
42000000,27.855,201585328,109.0,6.9,7779,2012,3,50597400,242849844,7
35000000,24.403,155545279,102.0,6.5,1465,2009,10,44061500,195815951,6
50000000,22.504,188441614,112.0,6.9,6033,2014,5,58160000,219195285,7
13360000,17.451,2000000,118.0,6.9,1396,2015,5,15305216,2291200,7
35000000,21.846,69823199,123.0,6.6,3111,2008,3,45755500,91279868,7
140000000,29.144,456758981,154.0,7.5,4596,2003,9,210994000,688381460,8
30000000,16.942,219076518,129.0,6.2,2760,2007,1,40338000,294570286,6
7000000,24.729,34266564,102.0,7.3,5886,2000,4,11393900,55775686,7
25000000,20.676,71255003,97.0,5.3,630,2004,6,36842500,105008497,5
30000000,26.429,174600318,100.0,8.0,10204,2014,2,34896000,203095089,8
60000,28.622,248639099,81.0,6.3,2962,1999,7,99798,413561413,6
40000000,24.936,65754228,119.0,6.7,842,2001,2,62976000,103523456,7
50000000,18.233,177371441,116.0,6.7,2392,2003,7,75355000,267316498,7
20000000,19.669,54956140,101.0,6.2,1291,2010,2,25264000,69420596,6
105000000,22.064,121214377,129.0,6.9,3043,1997,7,181503000,209531172,7
32000000,18.172,58500000,107.0,5.6,424,2016,7,36585600,66883050,6
15000000,23.335,32556119,108.0,6.1,1015,2014,8,17448000,37869277,6
28000000,19.611,58795814,102.0,5.4,771,2003,3,42198800,88611171,5
70000000,15.16,171844840,113.0,5.5,1316,2009,9,88123000,216335469,6
90000000,22.109,162839667,95.0,6.5,1790,2008,2,117656999,212880296,6
46000000,27.304,341631208,91.0,5.2,1634,1994,5,86342000,641241777,5
10000000,21.444,2137751,107.0,5.9,92,2018,7,11055000,2363283,6
22000000,21.648,92542418,132.0,7.5,1501,2001,12,34636800,145698782,8
55000000,31.7,307077295,117.0,7.9,6838,2006,12,76351000,426284700,8
25000000,27.195,46836394,145.0,8.4,8013,1990,12,54690000,102459295,8
70000000,24.353,368100420,118.0,6.5,4085,2005,11,100464000,528297722,6
13000000,24.72,54837234,102.0,7.1,1314,2014,9,15121600,63786670,7
15000000,24.95,46189568,117.0,7.9,7579,1998,6,25336500,78018799,8
25000000,17.405,39171130,111.0,5.8,950,2014,12,29080000,45563858,6
35000000,20.654,74558115,122.0,6.7,1873,2001,8,55104000,117384296,7
125000000,28.35,362637473,138.0,5.6,4705,2014,7,145400000,421819908,6
35000000,18.043,94728529,103.0,5.8,1113,2001,1,55104000,149140596,6
32000000,27.492,79082515,102.0,5.2,1966,1997,12,55315200,136702035,5
18000000,24.392,122195920,101.0,5.7,1279,1995,8,32925600,223520776,6
72000000,27.837,408247917,106.0,6.6,3717,2002,2,110239200,625068385,7
35000000,24.237,209838559,98.0,6.5,4620,2011,8,43498000,260787361,6
28000000,30.385,96188903,117.0,7.1,8871,2010,3,35369600,121505822,7
17000000,21.766,127730736,95.0,6.1,2595,2012,3,20479900,153877217,6
30000000,22.248,152159461,136.0,7.9,9885,2004,4,44211000,224237397,8
17000000,21.87,43202283,86.0,6.3,2208,2011,1,21127600,53691797,6
32000000,21.069,27635305,111.0,6.9,2399,2009,11,40284800,34790085,7
25000000,18.819,123276807,109.0,6.2,1256,2010,3,31580000,155723262,6
17000000,27.019,97542952,91.0,6.4,3184,2013,5,20065100,115129946,6
10500000,16.09,261465,92.0,5.7,588,2017,2,11854500,295193,6
35000000,23.992,92158961,92.0,6.4,2601,2009,1,44061500,116018916,6
14000000,20.323,11808880,96.0,5.9,1168,2009,3,17624600,14866199,6
135000000,24.257,361832400,128.0,6.2,1871,1999,11,224545500,601835830,6
100000000,21.859,100086793,101.0,6.5,1228,2009,10,125889999,125999263,6
55000000,31.312,168167691,123.0,7.6,4980,2008,12,71901500,219845622,8
65000000,21.003,84785914,158.0,7.5,6469,2007,2,87399000,114003139,8
15000000,25.248,107217396,86.0,6.5,3959,1994,4,28155000,201247052,6
15000000,23.272,82124805,120.0,7.6,3535,2018,11,16582499,90788971,8
25130430,25.604,90747520,158.0,7.5,426,2015,10,28789420,103960358,8
25000000,24.344,411006740,129.0,6.6,1844,1992,11,49777500,818355520,7
45000000,27.598,198087212,113.0,7.3,4563,2012,9,54211500,238635664,7
38000000,21.451,118034273,111.0,6.3,3085,2016,12,43445400,134948584,6
14000000,21.098,22852638,98.0,6.3,810,2009,8,17624600,28769185,6
5000000,22.906,45172994,90.0,5.1,1334,2016,9,5716500,51646284,5
2000000,13.38,622806,96.0,6.4,80,2006,8,2776400,864579,6
15000000,26.961,160192031,115.0,8.1,7125,2017,10,16935000,180856802,8
35000000,15.339,27333835,141.0,6.9,383,2013,6,41310500,32262125,7
92000000,26.834,264105545,98.0,5.8,2957,2000,2,149748400,429884595,6
20000000,20.59,46069568,107.0,6.0,520,2016,2,22866000,52671337,6
1000000,22.833,101758490,83.0,4.8,560,2012,6,1204700,122588452,5
30000000,22.392,150847207,125.0,7.4,3599,2017,11,33870000,170306496,7
125000000,28.329,198802074,121.0,5.9,4096,2012,2,150587500,239496858,6
70000000,18.072,18662027,88.0,5.8,119,2014,8,81424000,21707669,6
28000000,16.821,52597999,113.0,6.0,1546,2014,2,32569600,61181992,6
110000000,25.519,563749323,103.0,5.7,2702,2011,7,136708000,700627658,6
44000000,20.323,155760117,188.0,7.7,10292,2015,12,50406400,178438790,8
70000000,24.559,255000211,112.0,6.4,1440,1993,5,135282000,492813407,6
50000000,30.957,83719388,141.0,7.3,2896,2014,8,58160000,97382392,7
28000000,25.169,75100000,100.0,6.7,1964,2018,5,30953999,83023050,7
25000000,16.805,56489558,101.0,6.1,552,2003,2,37677500,85135412,6
10000000,16.558,52882018,97.0,5.8,1454,2015,8,11456000,60581639,6
15000000,22.753,59389433,107.0,7.3,2822,2011,2,18642000,73809187,7
60000000,16.561,127766650,116.0,5.7,1097,2007,5,80676000,171795037,6
80000000,20.817,52099090,114.0,6.5,1133,2016,1,91464000,59564889,6
4000000,23.008,30332385,99.0,7.5,5775,2004,9,5894800,44700835,8
60795000,15.807,73090611,109.0,5.7,537,2007,12,81744957,98277635,6
29000000,20.556,50041732,103.0,6.2,642,1999,10,48235700,83234412,6
13000000,16.316,6903033,88.0,6.1,1049,2016,11,14862900,7892237,6
185000000,22.0,786636033,122.0,5.9,5616,2008,5,241850499,1028369285,6
130000000,30.759,276572938,135.0,6.1,4234,2012,8,156611000,333187418,6
10500000,20.796,23000000,90.0,5.8,330,2012,10,12649350,27708100,6
112000000,16.994,237382724,85.0,5.1,1652,2010,12,141478400,299861856,5
5000000,20.553,1319566,91.0,4.3,240,2017,2,5645000,1489790,4
50000000,21.242,105197635,129.0,6.0,1104,2010,10,63160000,132885652,6
20000000,14.793,46597100,131.0,7.2,317,2019,11,21584000,50287590,7
110000000,30.664,574480841,108.0,6.5,7389,2006,10,152702000,797494303,6
85000000,25.539,208076205,115.0,6.4,2466,2012,9,102399500,250669404,6
37000000,24.878,165335153,115.0,6.9,3459,2001,3,58252800,260303664,7
38000000,22.457,107597242,94.0,5.1,1126,2015,4,43532800,123263400,5
110000000,26.235,103951461,76.0,6.0,1381,2004,2,162107000,153193268,6
45000000,22.085,101702060,93.0,6.0,3405,2008,10,58828499,132955103,6
30000000,25.285,40346186,94.0,6.4,1589,2012,4,36141000,48605050,6
17000000,27.735,115400000,112.0,7.3,5119,2012,9,20479900,139022380,7
11000000,17.143,44998252,107.0,7.4,3159,2017,3,12419000,50803026,7
21000000,22.99,236412453,122.0,7.1,9127,2012,8,25298700,284806082,7
20000000,23.436,101434304,99.0,7.3,1641,2004,10,29474000,149483733,7
100000000,19.54,117831631,105.0,5.4,2485,2014,2,116320000,137061753,5
30000000,25.197,46372519,92.0,6.5,235,2017,7,33870000,52354573,6
18000000,19.934,141774679,96.0,6.6,2406,2001,7,28339200,223210054,7
130000000,24.487,371940071,107.0,6.8,3900,2011,10,161564000,462247120,7
13000000,22.932,35401758,117.0,8.1,6829,2015,10,14892800,40556253,8
102000000,25.423,358372926,145.0,7.3,5810,2002,6,156172200,548704786,7
5000000,19.506,51749995,99.0,5.8,1206,2019,5,5396000,55848594,6
30000000,17.523,122650962,101.0,6.3,1067,2005,1,43056000,176028660,6
40000000,18.772,91627228,95.0,5.4,1693,2011,7,49711999,113874318,5
4000000,25.718,119723856,102.0,7.4,4748,2003,9,6028400,180435823,7
150000000,27.029,318502923,103.0,4.7,2729,2010,6,189480000,402332892,5
130000000,21.178,459242249,124.0,6.3,3669,2007,12,174798000,617497128,6
50000000,25.499,174804407,117.0,6.7,3120,2018,12,55275000,193246271,7
57000000,24.723,159055768,115.0,6.6,2274,1993,8,110158200,307391177,7
50000000,27.249,111476513,106.0,6.5,2852,2006,12,69410000,154751695,6
32000000,20.909,147332697,93.0,7.3,5748,2011,3,39769600,183105075,7
10000000,20.516,19551067,94.0,6.3,1001,2009,10,12589000,24612838,6
40000000,16.014,22044277,91.0,6.1,930,2012,7,48188000,26556740,6
25000000,20.008,6399,99.0,5.5,143,2013,5,29507499,7552,6
30000000,19.16,57076286,94.0,5.4,1155,2018,2,33164999,63097834,5
40000000,23.845,46471023,87.0,7.7,3169,2009,10,50356000,58502370,8
60000000,23.442,187436818,170.0,7.9,4293,1995,12,109752000,342859427,8
18000000,20.701,74189677,97.0,6.3,621,1993,8,34786800,143378969,6
16000000,21.775,72282227,100.0,6.2,763,2018,11,17688000,79908001,6
28000000,21.709,133346506,131.0,7.3,6111,2015,11,32076800,152761757,7
23000000,21.555,47351251,126.0,7.9,10228,2013,12,27146899,55888681,8
75000000,24.45,288500217,108.0,7.3,5313,2004,7,110527500,425162769,7
18000000,17.998,123306987,95.0,6.7,1146,1998,2,30403800,208277831,7
40000000,26.7,60462347,99.0,6.4,862,2009,9,50356000,76116048,6
10000000,24.51,1785977,94.0,6.1,1668,2017,11,11290000,2016368,6
17000000,23.689,59489799,103.0,7.2,1257,1991,11,35286900,123482975,7
85000000,20.228,187134117,115.0,6.0,1560,2007,12,114291000,251620533,6
11000000,29.232,48572000,96.0,6.8,2059,1990,1,24063600,106256107,7
38000000,19.218,197011982,84.0,5.0,1479,2003,7,57269800,296916758,5
85000000,24.069,340487652,107.0,6.7,3955,2007,11,114291000,457819696,7
105000000,26.28,351040419,143.0,7.4,9011,2013,10,123931499,414333006,7
16000000,18.675,66468332,89.0,5.7,1234,2001,7,25190400,104647741,6
45000000,17.483,33904605,131.0,7.5,1132,2019,12,48564000,36589849,8
12500000,19.989,31039126,85.0,5.5,907,2018,7,13818750,34313753,6
25000000,15.172,59192128,101.0,5.9,1026,2007,9,33615000,79589735,6
5000000,16.011,24000000,135.0,7.4,1535,2002,12,7655499,36746400,7
20000000,17.692,8654322,112.0,6.9,809,2019,3,21584000,9339744,7
62000000,15.71,127666415,116.0,6.4,720,2000,4,100917400,207802623,6
78000000,24.208,179179718,103.0,5.2,3525,2003,2,117553800,270041752,5
25000000,17.869,5775178,104.0,5.8,1203,2017,10,28225000,6520175,6
60000000,19.153,67312826,117.0,6.2,905,2002,12,91866000,103062667,6
55000000,18.357,74679822,119.0,6.6,3597,2015,10,63008000,85553204,7
75,18.449,30,99.0,5.2,343,1999,1,124,49,5
7000000,16.385,2360281,102.0,6.4,693,2014,7,8142400,2745478,6
30000000,16.439,57400547,95.0,6.0,391,1996,4,53379000,102132793,6
20000000,24.389,39143839,102.0,5.5,683,2006,10,27764000,54339477,6
60000000,17.942,60052138,124.0,5.9,2266,2013,2,70818000,70879538,6
900000,16.207,2019874,92.0,6.9,573,2018,7,994949,2232970,7
92000000,29.732,304654182,98.0,5.3,4958,2013,6,108587599,359583331,5
255000000,21.946,89289910,149.0,6.0,4507,2013,3,300976500,105388880,6
6000200,18.941,7048886,94.0,6.0,654,2009,10,7553651,8873842,6
26000000,15.701,51164106,105.0,6.2,1032,2013,10,30687799,60388994,6
35000000,24.034,19165560,93.0,5.0,385,1998,10,59118500,32372547,5
150000000,19.633,245527149,113.0,5.9,5266,2012,8,180705000,295786556,6
53000000,21.629,126690726,109.0,7.3,3263,2009,10,66721699,159490954,7
21500000,16.186,4811525,98.0,5.6,408,2016,4,24580950,5501016,6
25000000,15.674,56505065,130.0,7.5,1201,1993,12,48315000,109201688,8
110000000,28.125,478207520,120.0,6.7,7211,2005,7,157872000,686323432,7
82000000,15.923,96085477,123.0,5.9,1270,2000,11,133471400,156398330,6
80000000,29.681,250200000,88.0,6.8,3889,1996,11,142344000,445180860,7
42000000,19.081,363889678,124.0,7.2,3935,1999,5,69858600,605257701,7
64000000,24.681,101595121,98.0,5.8,1007,2006,8,88844800,141034346,6
85000000,24.923,160388063,120.0,6.7,3570,2008,11,111120499,209675314,7
80000000,19.372,68514844,93.0,6.2,966,2003,11,120568000,103258721,6
75000000,21.021,248118121,106.0,7.1,6520,2000,11,122077500,403861865,7
68000000,27.171,96976270,131.0,7.4,2254,2001,3,107059200,152679439,7
25000000,15.184,12638526,121.0,6.8,1320,2017,5,28225000,14268895,7
12000000,12.921,8880045,109.0,7.1,260,2008,5,15687599,11608882,7
8000000,14.127,592565,103.0,5.9,80,2019,12,8633600,639496,6
65000000,24.671,179379533,83.0,6.1,3972,2012,5,78305500,216098523,6
50000000,22.668,155446362,121.0,6.1,3537,2009,3,62944999,195691425,6
49000000,20.116,72700000,87.0,6.0,996,2001,2,77145600,114458880,6
7280000,18.135,6591038,148.0,7.4,789,2018,5,8048039,7286392,7
30000000,29.508,117932401,126.0,7.8,1762,2013,7,35409000,139195612,8
5000000,21.916,142817992,88.0,5.4,1311,2012,10,6023500,172052834,5
4900000,19.871,148868835,81.0,6.3,2795,2016,7,5602170,170201739,6
65000000,23.812,217764291,120.0,7.2,3401,2004,4,95790500,320919235,7
44000000,21.664,63327201,125.0,6.3,3266,2013,3,51933199,74745095,6
12000000,24.809,80573774,121.0,7.5,5072,2007,2,16135200,108339496,8
38000000,20.009,105610124,114.0,6.9,2294,2010,2,48001600,133406708,7
6000000,17.159,5206,93.0,5.7,117,2011,4,7456799,6470,6
20000000,18.622,12639297,115.0,5.9,1517,2016,2,22866000,14450508,6
30000000,18.932,61700416,105.0,6.2,648,2018,10,33164999,68209809,6
13000000,13.905,19233280,98.0,4.8,196,2002,11,19904300,29448075,5
12000000,21.647,23006849,104.0,6.3,1078,2006,3,16658400,31938107,6
25000000,19.097,119188334,110.0,5.5,664,2006,6,34705000,165457245,6
3000000,21.997,14980005,120.0,8.3,5137,2003,11,4521300,22576365,8
17000000,22.646,125586134,100.0,5.9,1739,1997,10,29386200,217088191,6
150000000,19.046,314432665,81.0,5.8,2660,2005,4,215280000,451273760,6
20000000,17.896,22165608,92.0,5.9,458,2006,10,27764000,30770297,6
62770198,25.561,64241499,101.0,7.9,3027,2018,3,69392453,71018977,8
130000000,18.898,61648500,96.0,5.7,2571,2013,7,153439000,72763724,6
35000000,22.552,147934180,88.0,5.8,2361,2001,3,55104000,232907572,6
22000000,18.07,15447154,92.0,6.4,1376,2014,3,25590400,17968129,6
55000000,23.385,196567262,121.0,6.9,2139,1994,10,103235000,368956750,7
80000000,24.136,343397247,83.0,6.5,3093,2006,5,111056000,476704058,6
35000000,24.583,131282949,110.0,7.0,3847,2003,3,52748500,197856532,7
20000000,17.833,177243185,115.0,6.8,1881,2011,9,24855999,220277830,7
4000000,17.932,67760877,109.0,7.1,694,2019,7,4316800,73127538,7
13000000,16.945,7201952,117.0,7.1,136,2019,4,14029600,7772346,7
10000000,19.395,150000000,89.0,7.0,102,2015,10,11456000,171840000,7
15000000,17.593,48854305,98.0,5.2,774,2014,12,17448000,56827327,5
4000000,20.128,187112,95.0,5.3,1175,2015,8,4582400,214355,5
70000000,19.221,123218424,125.0,7.8,5053,2003,12,105497000,185702486,8
80000000,14.119,37020277,134.0,6.0,1017,1998,2,135128000,62530949,6
16000000,25.218,247275374,107.0,6.6,4253,1994,12,30032000,464135876,7
80000000,24.317,245676146,139.0,7.0,3440,1997,6,138288000,424675785,7
4000000,22.075,65046687,111.0,7.4,5178,2016,10,4573200,74367877,7
35000000,27.327,99255460,92.0,6.0,933,2006,6,48587000,137786429,6
42000000,14.875,35402320,118.0,6.0,545,2001,8,66124800,55737412,6
35000000,16.827,84606030,137.0,6.2,1674,2011,9,43498000,105148374,6
15000000,29.137,49230772,131.0,7.3,3848,2008,10,19609500,64359388,7
12000000,19.377,15008161,107.0,5.5,1342,2013,12,14163599,17714132,6
3860000,16.375,64076736,130.0,6.4,489,2013,10,4555958,75629771,6
10951000,17.679,47098491,156.0,7.2,882,2016,12,12520278,53847704,7
10500000,18.912,76347426,98.0,6.7,2089,1999,5,17464650,126988673,7
12000000,28.462,114194847,104.0,6.9,2852,2006,11,16658400,158525286,7
70000000,15.112,39041505,127.0,6.9,953,2009,5,88123000,49149350,7
76000000,29.015,70595464,109.0,7.6,4789,2006,9,105503200,98000623,8
107000000,13.36,87713825,157.0,6.8,1091,2001,11,168460800,138096646,7
22000000,15.32,40120144,91.0,5.5,281,2017,5,24838000,45295642,6
60000000,15.556,102367405,131.0,6.4,975,1998,6,101346000,172908783,6
45000000,15.555,11203026,106.0,6.1,371,1998,1,76009500,18923031,6
30000000,19.353,29413900,123.0,6.2,186,2003,10,45213000,44329688,6
70000000,23.838,177427090,101.0,5.8,2794,2004,12,103159000,261474302,6
19000000,23.251,18755936,109.0,6.3,807,2008,10,24838700,24519635,6
10000000,20.902,151493,91.0,3.2,18,2017,7,11290000,171035,3
20000000,21.751,65569869,109.0,6.5,823,2008,10,26145999,85719489,6
75000000,16.248,46683377,104.0,6.7,933,1998,10,126682500,78852892,7
117000000,27.948,261930431,109.0,6.1,3068,2010,6,147794400,330870520,6
45000000,17.945,124914842,95.0,5.5,987,2003,2,67819500,188259158,6
16000000,19.299,68263166,94.0,7.7,3938,2012,5,19275200,82236636,8
18000000,24.893,261572744,84.0,6.7,3291,2006,1,24987600,363115283,7
15000000,17.29,30102717,110.0,5.9,582,1991,7,31135500,62484209,6
1000000,19.09,1574623,66.0,5.0,230,2004,5,1473700,2320521,5
30000000,20.09,156835339,126.0,7.2,2464,2007,11,40338000,210880796,7
30000000,19.489,31070211,87.0,5.1,1000,2006,3,41646000,43131666,5
20000000,20.354,34764055,120.0,6.6,232,2018,3,22110000,38431662,7
40000000,21.589,60965854,108.0,6.6,1740,2011,7,49711999,75768363,7
6000000,15.848,180851,119.0,5.2,679,2017,6,6774000,204180,5
18000000,17.34,99206215,99.0,7.0,2550,2013,7,21245400,117093095,7
52000000,20.284,98126565,171.0,7.4,1876,1998,5,87833200,165745580,7
11000000,18.084,3639345,94.0,5.3,453,2013,3,12983299,4295518,5
150000000,19.908,690860472,107.0,7.6,8756,2016,11,171495000,789860777,8
28000000,21.033,97594140,115.0,7.2,1835,2013,7,33048399,115190363,7
30000000,20.085,49263404,104.0,6.2,736,2015,3,34368000,56436155,6
45000000,22.23,160078586,101.0,6.2,2278,2011,9,55925999,198945666,6
80000000,21.276,123729176,96.0,6.1,1441,2002,4,122487999,189441741,6
75000000,25.926,335062621,137.0,7.1,2961,1996,7,133447500,596176921,7
5000000,22.28,31724284,94.0,5.2,3017,2013,1,5901499,37444172,5
62000000,28.078,53321673,93.0,5.6,1463,2005,11,88982400,76527265,6
60000000,25.727,176070171,110.0,6.7,3824,2003,5,90426000,265355354,7
1100000,19.023,20112926,105.0,7.0,1079,2003,1,1657810,30312190,7
40000000,19.276,251171807,138.0,6.8,5452,2013,12,47211999,296458083,7
12000000,21.941,27020284,97.0,6.1,922,2017,7,13548000,30505900,6
40000000,23.131,86234523,114.0,6.8,3057,2016,8,45732000,98591930,7
35000000,15.321,11560806,102.0,4.9,178,2003,5,52748500,17423290,5
65000000,26.427,235666219,120.0,6.8,4639,2015,6,74464000,269979220,7
45000000,21.319,302710615,86.0,6.6,3666,1997,3,77787000,523265569,7
149000000,23.275,178120010,85.0,6.2,2580,2006,10,206841800,247266197,6
37000000,22.725,96455697,98.0,6.6,3562,2004,4,54526900,142146760,7
82500000,19.074,240685326,107.0,6.2,4967,2006,6,114526500,334119369,6
2000000,22.571,10312540,94.0,6.5,4373,2014,5,2326400,11995546,6
90000000,19.315,113493481,96.0,5.6,1515,1995,6,164628000,207602275,6
73000000,13.514,103891409,98.0,6.1,785,1998,7,123304300,175482978,6
30000000,14.062,22211426,108.0,5.8,726,2008,3,39219000,29036997,6
25000000,27.67,230698791,127.0,8.0,6231,2016,10,28582500,263757927,8
100000000,26.257,384335608,108.0,6.1,3568,2006,11,138820000,533534691,6
38000000,19.814,5410749,93.0,4.4,185,2007,12,51094800,7275293,4
38000000,17.712,119723358,100.0,5.6,1482,2002,7,58181800,183308433,6
60000000,25.363,214034224,119.0,7.4,6562,2002,6,91866000,327707800,7
20000000,15.804,16974459,105.0,6.5,672,2007,8,26892000,22823857,6
8000000,16.753,18564467,84.0,5.4,406,2006,5,11105600,25771193,5
2500000,19.006,6854611,95.0,6.6,2215,2013,2,2950749,8090497,7
55000000,26.856,259207227,96.0,7.1,2384,2014,11,63976000,301509846,7
90000000,25.201,232617430,158.0,7.3,4861,2011,12,111851999,289096942,7
32000000,23.468,31882724,142.0,6.8,2332,2018,4,35376000,35246351,7
55000000,26.851,95000000,134.0,7.6,4795,2013,10,64916499,112128499,8
20000000,23.149,32204030,95.0,5.9,1259,2012,12,24094000,38796194,6
7700000,22.517,41036181,86.0,5.5,788,2018,11,8512350,45365498,6
3500000,19.442,5231128,75.0,6.8,300,2008,2,4575550,6838653,7
7000000,18.044,48126384,109.0,7.3,2166,2012,9,8432900,57977854,7
31000000,18.694,104384188,99.0,6.3,2629,2015,7,35513600,119582525,6
100000000,17.488,108103450,136.0,6.7,740,2004,4,147370000,159312054,7
35000000,20.04,22126842,110.0,5.6,941,2014,3,40712000,25737942,6
15000000,22.033,94000000,102.0,7.5,2442,1994,11,28155000,176438000,8
15000000,22.187,78054825,100.0,7.6,8606,2011,6,18642000,97006536,8
60000000,21.054,30418560,106.0,5.5,2044,2015,1,68736000,34847502,6
10000000,22.284,194243,83.0,5.8,170,2009,10,12589000,244532,6
115000000,20.987,274703340,100.0,5.9,4512,2001,11,181056000,432492938,6
43000000,23.132,158674180,117.0,6.6,2950,2013,6,50752899,187283134,7
8000000,18.376,39187783,100.0,7.1,2674,2011,9,9942400,48702576,7
30000000,18.272,136706683,113.0,7.6,1700,2000,9,48831000,222517467,8
60000000,15.025,118338361,88.0,6.4,723,2012,12,72282000,142562223,6
60000000,24.523,163403799,91.0,5.2,2247,2008,11,78438000,213617786,5
20000000,20.034,133332,96.0,5.8,359,2015,10,22912000,152745,6
40000000,24.776,141591324,98.0,6.1,1533,2003,11,60284000,213392284,6
125000000,28.221,767820459,149.0,6.7,6566,2006,5,173525000,1065888361,7
25000000,17.524,91036760,115.0,6.0,724,2000,3,40692500,148180534,6
66000000,19.266,57777106,116.0,6.3,1414,2011,9,82024800,71805387,6
30000000,19.662,173959438,98.0,5.8,1567,2000,5,48831000,283153777,6
10000000,20.283,11817275,93.0,4.3,1231,2018,10,11055000,13063997,4
28000000,13.515,1749201,137.0,5.9,434,2013,9,33048399,2064581,6
40000000,19.67,138259062,99.0,5.7,1080,2006,1,55528000,191931229,6
80000000,16.267,81126522,117.0,6.3,1003,2010,1,101056000,102479022,6
110000000,20.003,303144152,116.0,6.9,9768,2016,12,125763000,346584708,7
75000000,15.26,152930623,104.0,6.0,2016,2011,2,93210000,190062178,6
32000000,15.208,54674226,139.0,6.7,2178,2011,5,39769600,67949128,7
14500000,17.255,147298761,120.0,6.8,3527,1996,1,25799850,262088685,7
15000000,17.782,660132,159.0,6.5,425,2019,2,16187999,712414,6
85000000,17.753,66976317,158.0,6.3,908,1999,10,141380500,111401708,6
40000000,19.016,44922302,139.0,6.6,891,2017,12,45160000,50717278,7
20000000,21.273,6348889,152.0,6.9,1473,2018,11,22110000,7018696,7
3500000,22.754,25174316,97.0,6.2,1229,2013,2,4131049,29713245,6
20000000,16.954,187000000,134.0,8.0,8319,2013,10,23605999,220716099,8
26000000,18.949,65705772,121.0,7.3,997,1998,7,43916600,110983619,7
40000000,16.498,55707411,122.0,7.2,1142,2000,10,65108000,90674952,7
50000000,22.998,260095986,112.0,6.7,4821,2011,8,62139999,323247291,7
5000000,19.252,98450062,94.0,6.2,3215,2015,10,5728000,112784391,6
30000000,16.249,5186767,104.0,5.9,1288,2013,11,35409000,6121941,6
8000000,14.894,29010817,97.0,5.7,286,2009,1,10071200,36521717,6
80000000,24.691,116643346,117.0,6.0,1632,2003,8,120568000,175793186,6
60000000,18.946,82150183,101.0,6.1,1487,2002,12,91866000,125780145,6
35000000,27.952,46216641,118.0,5.9,2232,2013,1,41310500,54549501,6
13000000,18.447,75511123,114.0,6.6,241,2007,5,17479800,101532255,7
50000000,20.746,160602194,89.0,6.0,1470,2014,6,58160000,186812472,6
18000000,17.745,7972967,93.0,6.7,176,2013,9,21245400,9410492,7
30000000,18.992,54819301,92.0,5.2,295,2012,4,36141000,66040811,5
7000000,19.738,25405445,104.0,6.9,1866,1995,8,12804400,46471639,7
75000000,18.989,98159963,100.0,5.9,1648,2010,4,94740000,123995665,6
50000000,14.492,25035950,140.0,6.6,983,2016,6,57165000,28623601,7
10,17.738,10000000,99.0,5.0,221,2013,9,11,11802999,5
65000000,25.182,117487473,132.0,6.8,2074,2001,11,102336000,184972277,7
60000000,19.23,74208267,136.0,5.7,1140,2003,3,90426000,111839279,6
7400000,16.99,26667197,96.0,5.2,911,2017,12,8354600,30107265,5
65000000,20.87,261317921,113.0,7.2,3689,1990,1,142194000,571659083,7
55000000,26.535,351839303,114.0,6.7,6998,2017,3,62095000,397226573,7
109000000,21.47,133818283,82.0,5.2,1040,2003,11,164273900,201677534,5
20000000,27.787,4636169,97.0,5.6,432,2012,8,24094000,5585192,6
60000000,18.725,170268750,101.0,5.8,1561,2004,5,88422000,250925056,6
55000000,20.474,56932305,110.0,6.3,1682,2000,5,89523500,92668712,6
2000000,16.041,2115765,97.0,7.2,157,2018,8,2211000,2338978,7
10000000,19.473,47709193,98.0,6.0,1029,2009,6,12589000,60061103,6
45000000,20.871,104876233,122.0,7.4,3713,2001,5,70848000,165117141,7
20000000,15.721,39667665,109.0,6.5,1617,2011,1,24855999,49298974,6
25000000,16.482,48333932,103.0,5.5,388,2017,10,28225000,54569009,6
3000000,22.47,177512032,91.0,5.8,1683,2010,10,3789600,224233198,6
150000000,25.068,215283742,109.0,6.0,3656,2010,7,189480000,271946422,6
35000000,15.965,99423521,102.0,4.5,926,1994,12,65695000,186617948,4
60000000,21.966,164648142,105.0,5.9,1556,1999,7,99798000,273859254,6
50000000,23.672,212902372,125.0,5.8,3452,2014,12,58160000,247648039,6
40000000,22.421,196781193,109.0,6.4,2708,2014,4,46528000,228895883,6
10000005,18.216,42776760,113.0,6.9,1308,2001,12,15744007,67347730,7
15000000,23.215,40283321,104.0,6.4,1158,1998,12,25336500,68042557,6
35000000,17.923,27979040,83.0,5.9,1624,2016,2,40015500,31988436,6
27000000,18.367,85564310,89.0,4.7,658,2011,8,33555600,106339324,5
200000000,25.408,783766341,127.0,7.1,10061,2004,6,294740000,1155036456,7
12000000,15.652,15826984,107.0,5.2,572,1994,7,22524000,29707248,5
12000000,19.967,101332962,99.0,6.5,491,2014,4,13958400,117870501,6
10000000,17.211,11555430,102.0,7.4,566,1994,3,18770000,21689542,7
45000000,24.464,76014335,105.0,6.2,2571,2008,8,58828499,99373540,6
60000000,22.71,58072119,105.0,5.1,1399,2005,10,86112000,83345105,5
175000000,27.597,264218220,135.0,6.1,2407,1995,7,320110000,483307968,6
10500000,16.215,100659,99.0,5.1,177,2016,7,12004650,115083,5
